가리온,0.9186255400168205
 mc스나이퍼,0.8709361629218896
 화나,0.799178105685475
 술제이,0.7686875889370485
 넉살,0.7645338820277532
 개코,0.7542918097010325
 올티,0.7517417566088221
 장문복,0.7481301874756588
 한해,0.7439732775630714
 진돗개,0.7439560726460914
 아웃사이더,0.7364792636116303
 천재노창,0.7271212695405915
 기리보이,0.7261933112634505
 매드클라운,0.7178948195975777
 팔로알토,0.7076357769296567
 행주,0.7075484483466291
 크루셜스타,0.7037095635059982
 esens,0.7024386499321511
 육지담,0.6930688777785641
 최자,0.690235043948599
 조우찬,0.6841207381106604
 애쉬비,0.6647823382444581
 SimonDominic,0.6645547643585378
 우탄,0.6644335107933109
 로꼬,0.6641455419225132
 보이비,0.6611182477208063
 우원재,0.6336867601532177
 타이미,0.6270340173238436
 MINO,0.6100203245784551
 씨잼,0.6021922980024028
 블랙넛,0.5998956160365431
 지코,0.5941731967915116
 딘딘,0.5899081519430573
 던밀스,0.5864095554245117
 창모,0.5826496510854198
 비와이,0.5825387816319442
 레디,0.5783185525616834
 키썸,0.5737846364129325
 산이,0.5541502457637006
 키디비,0.5541327911864485
 BOBBY,0.5395378525329098
 아이언,0.5059834119437893
 해쉬스완,0.5007285125622567
 산체스,0.4841299745409037
 원썬,0.4721459392204053
 더블케이,0.468721926858547
 드렁큰타이거,0.44361869779374036
 지투,0.4408985104402289
 빈지노,0.440365475231377
 오케이션,0.4385445248364112
 빌스택스(바스코),0.42617113770322473
 슈퍼비,0.4202485197981695
 버벌진트,0.41811818023054537
 저스디스,0.40515285406423135
 킬라그림,0.4042965261067422
 스윙스,0.3828565001724941
 제시,0.3774999399056402
 도끼,0.3672275486961095
 콰이어트,0.36669145329919045
 블루BLOO,0.35245234859700425
 릴샴,0.33187788432925763
 페노메코,0.32150416026700557
 박재범,0.3207230475715408
 오왼오바도즈,0.31213208173698614
 나플라,0.29447473416183284
 플로우식,0.2825804909944748
 마이크로닷,0.2494623938589495
 주노플로,0.2391165198109571
 식케이,0.21739401919062012
 루피,0.21024044401558847
 YoungWest,0.19837665425546233
 keithape,0.0618827799504128
